"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"677","SELETAR HILLS ESTATE","JALAN KETUMBIT","28","Semi-Detached House","na*","3500","1500 to 2000","Mar-2019"
"678","LANDED HOUSING DEVELOPMENT","BEGONIA DRIVE","28","Semi-Detached House","na*","3100","2500 to 3000","Mar-2019"
"679","ESTE VILLA","NIM ROAD","28","Terrace House","na*","4500","3500 to 4000","Mar-2019"
"680","SELETAR HILLS ESTATE","SELETAR HILLS DRIVE","28","Semi-Detached House","na*","2500","<= 1000","Mar-2019"
"681","SELETAR HILLS ESTATE","JALAN KECHUBONG","28","Detached House","na*","2500","1000 to 1500","Feb-2019"
"682","SELETAR HILLS ESTATE","NERAM ROAD","28","Terrace House","na*","2500","1500 to 2000","Feb-2019"
"683","BELGRAVIA VILLAS","BELGRAVIA DRIVE","28","Terrace House","na*","5600","3500 to 4000","Feb-2019"
"684","LANDED HOUSING DEVELOPMENT","MIMOSA DRIVE","28","Terrace House","na*","4600","2500 to 3000","Feb-2019"
"685","LILAC PARK","LILAC ROAD","28","Semi-Detached House","na*","4300","2500 to 3000","Feb-2019"
"686","ESTE VILLA","NIM ROAD","28","Terrace House","na*","4800","3000 to 3500","Feb-2019"
"687","SUNRISE VILLA","SUNRISE DRIVE","28","Semi-Detached House","na*","3400","2500 to 3000","Feb-2019"
"688","LANDED HOUSING DEVELOPMENT","BEGONIA DRIVE","28","Semi-Detached House","na*","3900","2500 to 3000","Feb-2019"
"689","LANDED HOUSING DEVELOPMENT","TAMARIND ROAD","28","Semi-Detached House","na*","4400","4000 to 4500","Feb-2019"
"690","SELETAR HILLS ESTATE","JALAN JARAK","28","Semi-Detached House","na*","2700","1000 to 1500","Feb-2019"
"691","DEDAP GARDENS","DEDAP LINK","28","Terrace House","na*","3700","1500 to 2000","Feb-2019"
"692","TUAN SING PARK","UPPER NERAM ROAD","28","Semi-Detached House","na*","8500","4000 to 4500","Feb-2019"
"693","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","3900","2000 to 2500","Feb-2019"
"694","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4300","3000 to 3500","Feb-2019"
"695","TUAN SING PARK","YIO CHU KANG ROAD","28","Semi-Detached House","na*","9700","3000 to 3500","Feb-2019"
"696","BELGRAVIA VILLAS","BELGRAVIA DRIVE","28","Terrace House","na*","5800","3500 to 4000","Feb-2019"
"697","SELETAR HILLS ESTATE","JALAN CHERMAI","28","Terrace House","na*","3800","2000 to 2500","Feb-2019"
"698","LANDED HOUSING DEVELOPMENT","JALAN KETUMBIT","28","Terrace House","na*","4200","3500 to 4000","Feb-2019"
"699","LANDED HOUSING DEVELOPMENT","MIMOSA VIEW","28","Terrace House","na*","3800","2000 to 2500","Feb-2019"
"700","MUGLISTON HILL","MUGLISTON PARK","28","Terrace House","na*","3200","1500 to 2000","Feb-2019"
"701","SUNRISE VILLA","SUNRISE TERRACE","28","Terrace House","na*","2500","1500 to 2000","Feb-2019"
"702","LANDED HOUSING DEVELOPMENT","SELETAR HILLS DRIVE","28","Semi-Detached House","na*","3900","2000 to 2500","Feb-2019"
"703","MUGLISTON HILL","MUGLISTON WALK","28","Semi-Detached House","na*","3800","2500 to 3000","Feb-2019"
"704","ESTE VILLA","NIM ROAD","28","Terrace House","na*","5000","3000 to 3500","Feb-2019"
"705","MIMOSA GARDENS","MIMOSA ROAD","28","Semi-Detached House","na*","6500","3000 to 3500","Feb-2019"
"706","SELETAR HILLS ESTATE","NIM DRIVE","28","Semi-Detached House","na*","5500","3000 to 3500","Feb-2019"
"707","KELULUT HILL","KELULUT HILL","28","Terrace House","na*","3300","1500 to 2000","Feb-2019"
"708","LANDED HOUSING DEVELOPMENT","SARACA HILL","28","Detached House","na*","7000","4000 to 4500","Feb-2019"
"709","MUGLISTON HILL","MUGLISTON WALK","28","Terrace House","na*","2800","2000 to 2500","Feb-2019"
"710","STRATTON PARK","STRATTON ROAD","28","Semi-Detached House","na*","4250","2500 to 3000","Jan-2019"
"711","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","4500","2000 to 2500","Jan-2019"
"712","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","4200","2000 to 2500","Jan-2019"
"713","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4895","3000 to 3500","Jan-2019"
"714","MIMOSA TERRACE","SARACA ROAD","28","Terrace House","na*","3700","2000 to 2500","Jan-2019"
"715","SARACA GARDENS","SARACA WALK","28","Terrace House","na*","3000","2000 to 2500","Jan-2019"
"716","SELETAR HILLS ESTATE","JALAN JITONG","28","Semi-Detached House","na*","5400","3500 to 4000","Jan-2019"
"717","SEMBAWANG STRAITS ESTATE","SEMBAWANG ROAD","27","Semi-Detached House","na*","1800","1500 to 2000","Jan-2019"
"718","SEMBAWANG SQUARE ESTATE","SEMBAWANG ROAD","27","Semi-Detached House","na*","3800","2000 to 2500","Jan-2019"
"719","SPRINGHILL","SEMBAWANG WALK","27","Terrace House","na*","4000","2500 to 3000","Jan-2019"
"720","SEMBAWANG SPRINGS ESTATE","JALAN KEMUNING","27","Semi-Detached House","na*","2200","1000 to 1500","Jan-2019"
"721","SELETAR HILLS ESTATE","NIM CRESCENT","28","Detached House","na*","8650","4500 to 5000","Jan-2019"
"722","SELETAR HILLS ESTATE","JALAN SELASEH","28","Semi-Detached House","na*","2200","1000 to 1500","Jan-2019"
"723","STRATTON PARK","STRATTON DRIVE","28","Semi-Detached House","na*","4900","2500 to 3000","Jan-2019"
"724","SEMBAWANG SPRINGS ESTATE","JALAN KEMUNING","27","Semi-Detached House","na*","2900","1500 to 2000","Jan-2019"
"725","FLORIDA PARK","SUNRISE WAY","28","Semi-Detached House","na*","3700","2000 to 2500","Jan-2019"
"726","LANDED HOUSING DEVELOPMENT","WAK HASSAN DRIVE","27","Semi-Detached House","na*","4100","3500 to 4000","Jan-2019"
"727","SELETAR HILLS ESTATE","JALAN REDOP","28","Semi-Detached House","na*","3500","1000 to 1500","Jan-2019"
"728","LANDED HOUSING DEVELOPMENT","LORONG TANGGAM","28","Semi-Detached House","na*","3000","1000 to 1500","Jan-2019"
"729","SEMBAWANG SPRINGS ESTATE","JALAN KEMUNING","27","Semi-Detached House","na*","2200","1000 to 1500","Jan-2019"
"730","SELETAR HILLS ESTATE","JALAN JARAK","28","Semi-Detached House","na*","4500","1500 to 2000","Jan-2019"
"731","GOODLINK PARK","GOODLINK PARK","27","Terrace House","na*","3400","2500 to 3000","Jan-2019"
"732","SEMBAWANG SPRINGS ESTATE","JALAN KEMUNING","27","Terrace House","na*","2600","1000 to 1500","Jan-2019"
"733","MIMOSA PARK","MIMOSA ROAD","28","Terrace House","na*","4000","1500 to 2000","Jan-2019"
"734","LANDED HOUSING DEVELOPMENT","JALAN KERUING","28","Terrace House","na*","4250","3000 to 3500","Jan-2019"
"735","LANDED HOUSING DEVELOPMENT","JALAN TARI ZAPIN","28","Terrace House","na*","3550","1500 to 2000","Jan-2019"
"736","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Terrace House","na*","4800","2000 to 2500","Jan-2019"
"737","STRATTON PARK","STRATTON WALK","28","Terrace House","na*","3200","2000 to 2500","Jan-2019"
"738","BELGRAVIA VILLAS","BELGRAVIA DRIVE","28","Terrace House","na*","5900","3500 to 4000","Jan-2019"
"739","SUMMER VILLAS","GERALD DRIVE","28","Terrace House","na*","5300","3000 to 3500","Jan-2019"
"740","SEMBAWANG SPRINGS ESTATE","JALAN KEMUNING","27","Terrace House","na*","1600","1000 to 1500","Jan-2019"
"741","SUNRISE VILLA","SUNRISE DRIVE","28","Terrace House","na*","2800","1500 to 2000","Jan-2019"
"742","SEMBAWANG STRAITS ESTATE","ANDREWS AVENUE","27","Detached House","na*","2300","1500 to 2000","Jan-2019"
"743","LANDED HOUSING DEVELOPMENT","SUNRISE AVENUE","28","Terrace House","na*","4050","3000 to 3500","Jan-2019"
"744","ALANA","SUNRISE TERRACE","28","Terrace House","na*","6248","3000 to 3500","Dec-2018"
"745","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4795","2500 to 3000","Dec-2018"
"746","ALANA","SUNRISE TERRACE","28","Terrace House","na*","6345","3000 to 3500","Dec-2018"
"747","SUNRISE VILLA","SUNRISE CLOSE","28","Terrace House","na*","2850","1500 to 2000","Dec-2018"
"748","LANDED HOUSING DEVELOPMENT","WAK HASSAN DRIVE","27","Semi-Detached House","na*","6200","3000 to 3500","Dec-2018"
"749","CABANA","SUNRISE TERRACE","28","Semi-Detached House","na*","5500","3500 to 4000","Dec-2018"
"750","ESTE VILLA","NIM ROAD","28","Terrace House","na*","4600","3000 to 3500","Dec-2018"
"751","FLORIDA PARK","SUNRISE AVENUE","28","Semi-Detached House","na*","3800","2000 to 2500","Dec-2018"
"752","SELETAR HILLS ESTATE","NERAM ROAD","28","Detached House","na*","8000","3000 to 3500","Dec-2018"
"753","STRATTON PARK","STRATTON ROAD","28","Semi-Detached House","na*","9000","2500 to 3000","Dec-2018"
"754","STRATTON PARK","STRATTON ROAD","28","Semi-Detached House","na*","9000","2500 to 3000","Dec-2018"
"755","SELETAR HILLS ESTATE","JALAN KETUMBIT","28","Detached House","na*","7000","5500 to 6000","Dec-2018"
"756","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4702","2500 to 3000","Dec-2018"
"757","CABANA","SUNRISE TERRACE","28","Semi-Detached House","na*","5500","3500 to 4000","Dec-2018"
"758","STRATTON PARK","STRATTON DRIVE","28","Terrace House","na*","3200","1500 to 2000","Dec-2018"
"759","RIVERTREES RESIDENCES","FERNVALE CLOSE","28","Terrace House","na*","3500","1000 to 1500","Dec-2018"
"760","SELETAR HILLS ESTATE","JALAN SINDOR","28","Semi-Detached House","na*","2300","1000 to 1500","Dec-2018"
"761","SELETAR HILLS ESTATE","JALAN LEKUB","28","Semi-Detached House","na*","2500","1000 to 1500","Dec-2018"
"762","CABANA","SUNRISE TERRACE","28","Terrace House","na*","6104","2500 to 3000","Dec-2018"
"763","FLORIDA PARK","SUNRISE WAY","28","Terrace House","na*","4600","2000 to 2500","Dec-2018"
"764","SPRINGHILL","SEMBAWANG WALK","27","Terrace House","na*","3600","2500 to 3000","Dec-2018"
"765","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4400","2500 to 3000","Dec-2018"
"766","SEMBAWANG SPRINGS ESTATE","JALAN CHERPEN","27","Detached House","na*","7000","3000 to 3500","Dec-2018"
"767","LANDED HOUSING DEVELOPMENT","JALAN SALANG","27","Semi-Detached House","na*","7500","2500 to 3000","Dec-2018"
"768","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Semi-Detached House","na*","4800","2000 to 2500","Dec-2018"
"769","LANDED HOUSING DEVELOPMENT","SELETAR CRESCENT","28","Semi-Detached House","na*","3800","2500 to 3000","Dec-2018"
"770","LANDED HOUSING DEVELOPMENT","SARACA HILL","28","Detached House","na*","6000","4000 to 4500","Dec-2018"
"771","SEMBAWANG SPRINGS ESTATE","JALAN MALU-MALU","27","Semi-Detached House","na*","3600","2000 to 2500","Dec-2018"
"772","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4300","3000 to 3500","Dec-2018"
"773","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4889","2500 to 3000","Dec-2018"
"774","KELULUT HILL","KELULUT HILL","28","Terrace House","na*","4200","2000 to 2500","Dec-2018"
"775","LANDED HOUSING DEVELOPMENT","NIM GREEN","28","Terrace House","na*","4800","2000 to 2500","Dec-2018"
"776","LANDED HOUSING DEVELOPMENT","JALAN TARI DULANG","28","Terrace House","na*","2600","1500 to 2000","Dec-2018"
"777","GERALD RESIDENCE","GERALD CRESCENT","28","Terrace House","na*","4400","2000 to 2500","Dec-2018"
"778","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5076","2500 to 3000","Dec-2018"
"779","LANDED HOUSING DEVELOPMENT","PLATINA ROAD","27","Terrace House","na*","2500","3500 to 4000","Dec-2018"
"780","GOODLINK PARK","GOODLINK PARK","27","Semi-Detached House","na*","3500","3000 to 3500","Nov-2018"
"781","SELETAR HILLS ESTATE","SARACA ROAD","28","Detached House","na*","7500","2500 to 3000","Nov-2018"
"782","LANDED HOUSING DEVELOPMENT","BEGONIA DRIVE","28","Semi-Detached House","na*","4350","2500 to 3000","Nov-2018"
"783","ESTE VILLA","NIM ROAD","28","Terrace House","na*","5000","3000 to 3500","Nov-2018"
"784","ALANA","SUNRISE TERRACE","28","Terrace House","na*","6345","3000 to 3500","Nov-2018"
"785","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5129","3000 to 3500","Nov-2018"
"786","LANDED HOUSING DEVELOPMENT","JALAN HIKAYAT","27","Detached House","na*","8000","4000 to 4500","Nov-2018"
"787","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4702","3000 to 3500","Nov-2018"
"788","LILAC PARK","LILAC WALK","28","Terrace House","na*","3500","1500 to 2000","Nov-2018"
"789","SEMBAWANG GARDENS ARCADE","JALAN LEGUNDI","27","Semi-Detached House","na*","5500","1500 to 2000","Nov-2018"
"790","STRATTON PARK","STRATTON DRIVE","28","Semi-Detached House","na*","4800","2500 to 3000","Nov-2018"
"791","MIMOSA VALE","MIMOSA VALE","28","Terrace House","na*","3300","2000 to 2500","Nov-2018"
"792","SEMBAWANG SPRINGS ESTATE","JALAN MALU-MALU","27","Semi-Detached House","na*","2188","1000 to 1500","Nov-2018"
"793","LANDED HOUSING DEVELOPMENT","YIO CHU KANG ROAD","28","Detached House","na*","5000","3000 to 3500","Nov-2018"
"794","SUNRISE VILLA","SUNRISE WALK","28","Terrace House","na*","4800","2000 to 2500","Nov-2018"
"795","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4889","2500 to 3000","Nov-2018"
"796","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4400","2500 to 3000","Nov-2018"
"797","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4889","2500 to 3000","Nov-2018"
"798","SEMBAWANG PARK","JALAN LENGKOK SEMBAWANG","27","Semi-Detached House","na*","3000","1500 to 2000","Nov-2018"
"799","SEMBAWANG SPRINGS ESTATE","JALAN KEMUNING","27","Semi-Detached House","na*","3900","2000 to 2500","Nov-2018"
"800","ALANA","SUNRISE TERRACE","28","Terrace House","na*","6000","3500 to 4000","Nov-2018"
"801","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4889","2500 to 3000","Nov-2018"
"802","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4702","2500 to 3000","Nov-2018"
"803","LANDED HOUSING DEVELOPMENT","LORONG TANGGAM","28","Semi-Detached House","na*","4000","3000 to 3500","Nov-2018"
"804","SEMBAWANG STRAITS ESTATE","JALAN SANKAM","27","Semi-Detached House","na*","2600","1000 to 1500","Nov-2018"
"805","SEMBAWANG STRAITS ESTATE","JALAN MACHANG","27","Semi-Detached House","na*","2200","1000 to 1500","Nov-2018"
"806","ESTE VILLA","NIM ROAD","28","Terrace House","na*","5400","3500 to 4000","Nov-2018"
"807","DEDAP GARDENS","DEDAP PLACE","28","Semi-Detached House","na*","4500","3000 to 3500","Nov-2018"
"808","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4702","3000 to 3500","Nov-2018"
"809","SEMBAWANG SQUARE ESTATE","SEMBAWANG ROAD","27","Semi-Detached House","na*","3200","2000 to 2500","Nov-2018"
"810","CABANA","SUNRISE TERRACE","28","Terrace House","na*","6291","2500 to 3000","Nov-2018"
"811","ESTE VILLA","NIM ROAD","28","Terrace House","na*","5080","3000 to 3500","Nov-2018"
"812","SARACA GARDENS","SARACA PLACE","28","Terrace House","na*","3100","2000 to 2500","Nov-2018"
"813","LANDED HOUSING DEVELOPMENT","JALAN TARI PIRING","28","Terrace House","na*","2900","1500 to 2000","Nov-2018"
"814","SELETAR HILLS ESTATE","JALAN KERUING","28","Terrace House","na*","3200","1000 to 1500","Nov-2018"
"815","SPRINGHILL","SEMBAWANG WALK","27","Terrace House","na*","3850","2500 to 3000","Nov-2018"
"816","LANDED HOUSING DEVELOPMENT","JALAN TARI ZAPIN","28","Terrace House","na*","2200","<= 1000","Nov-2018"
"817","STRATTON PARK","STRATTON WALK","28","Terrace House","na*","3500","2000 to 2500","Nov-2018"
"818","SERENE PARK","TAMARIND ROAD","28","Semi-Detached House","na*","7500","3500 to 4000","Oct-2018"
"819","LANDED HOUSING DEVELOPMENT","GERALD PARK","28","Terrace House","na*","3800","1500 to 2000","Oct-2018"
"820","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Semi-Detached House","na*","4400","2000 to 2500","Oct-2018"
"821","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4400","2500 to 3000","Oct-2018"
"822","STRATTON PARK","STRATTON DRIVE","28","Terrace House","na*","2900","1500 to 2000","Oct-2018"
"823","SEMBAWANG PARK","GOODLINK PARK","27","Terrace House","na*","2700","1500 to 2000","Oct-2018"
"824","EATON PARK","GERALD DRIVE","28","Detached House","na*","4800","2500 to 3000","Oct-2018"
"825","SPRINGHILL TERRACE","SUNRISE AVENUE","28","Terrace House","na*","3700","2000 to 2500","Oct-2018"
"826","ESTE VILLA","NIM ROAD","28","Terrace House","na*","4700","3000 to 3500","Oct-2018"
"827","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","4200","2000 to 2500","Oct-2018"
"828","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4795","2500 to 3000","Oct-2018"
"829","SUNRISE VILLA","SUNRISE WALK","28","Terrace House","na*","4500","2000 to 2500","Oct-2018"
"830","LANDED HOUSING DEVELOPMENT","SELETAR HILLS DRIVE","28","Terrace House","na*","4000","3000 to 3500","Oct-2018"
"831","ESTE VILLA","NIM ROAD","28","Terrace House","na*","4680","3000 to 3500","Oct-2018"
"832","SEMBAWANG SPRINGS ESTATE","JALAN SERENGAM","27","Semi-Detached House","na*","2800","1000 to 1500","Oct-2018"
"833","LANDED HOUSING DEVELOPMENT","GERALD PARK","28","Semi-Detached House","na*","5600","2000 to 2500","Oct-2018"
"834","LANDED HOUSING DEVELOPMENT","WAK HASSAN DRIVE","27","Semi-Detached House","na*","6000","2500 to 3000","Oct-2018"
"835","LANDED HOUSING DEVELOPMENT","MIMOSA PLACE","28","Terrace House","na*","4100","2000 to 2500","Oct-2018"
"836","LANDED HOUSING DEVELOPMENT","NERAM ROAD","28","Detached House","na*","9000","2500 to 3000","Oct-2018"
"837","ESTE VILLA","NIM ROAD","28","Terrace House","na*","4800","3000 to 3500","Sep-2018"
"838","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5082","3000 to 3500","Sep-2018"
"839","ALANA","SUNRISE TERRACE","28","Terrace House","na*","6199","3000 to 3500","Sep-2018"
"840","LANDED HOUSING DEVELOPMENT","WAK HASSAN PLACE","27","Semi-Detached House","na*","7000","3500 to 4000","Sep-2018"
"841","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5007","3000 to 3500","Sep-2018"
"842","LUXUS HILLS","LUXUS HILL AVENUE","28","Terrace House","na*","4500","2000 to 2500","Sep-2018"
"843","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5076","2500 to 3000","Sep-2018"
"844","SELETAR HILLS ESTATE","KASAI ROAD","28","Terrace House","na*","3500","1500 to 2000","Sep-2018"
"845","SEMBAWANG SPRINGS ESTATE","JALAN KEMUNING","27","Semi-Detached House","na*","3100","2000 to 2500","Sep-2018"
"846","STRATTON GREEN","STRATTON DRIVE","28","Terrace House","na*","4200","2500 to 3000","Sep-2018"
"847","LANDED HOUSING DEVELOPMENT","TAMARIND ROAD","28","Semi-Detached House","na*","8500","3500 to 4000","Sep-2018"
"848","LANDED HOUSING DEVELOPMENT","SELETAR HILLS DRIVE","28","Semi-Detached House","na*","4300","2000 to 2500","Sep-2018"
"849","SEMBAWANG SPRINGS ESTATE","JALAN MALU-MALU","27","Semi-Detached House","na*","2850","1500 to 2000","Sep-2018"
"850","SPRINGHILL","SEMBAWANG WALK","27","Terrace House","na*","4500","2500 to 3000","Sep-2018"
"851","TUAN SING PARK","DEDAP ROAD","28","Semi-Detached House","na*","8500","2500 to 3000","Sep-2018"
"852","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","4200","2000 to 2500","Sep-2018"
"853","FLORIDA PARK","SUNRISE WAY","28","Terrace House","na*","3200","1500 to 2000","Sep-2018"
"854","SELETAR VIEW","SELETAR HILLS DRIVE","28","Terrace House","na*","3800","1500 to 2000","Sep-2018"
"855","MIMOSA GARDENS","MIMOSA ROAD","28","Semi-Detached House","na*","5500","3000 to 3500","Sep-2018"
"856","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4000","2500 to 3000","Sep-2018"
"857","LANDED HOUSING DEVELOPMENT","MIMOSA CRESCENT","28","Detached House","na*","9000","2500 to 3000","Sep-2018"
"858","SELETAR HILLS ESTATE","MIMOSA ROAD","28","Detached House","na*","46000",">8000","Sep-2018"
"859","TUAN SING PARK","DEDAP ROAD","28","Semi-Detached House","na*","7500","2000 to 2500","Sep-2018"
"860","SELETAR HILLS ESTATE","SELETAR HILLS DRIVE","28","Semi-Detached House","na*","3200","1500 to 2000","Aug-2018"
"861","SARACA GARDENS","SARACA WALK","28","Terrace House","na*","3000","2000 to 2500","Aug-2018"
"862","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","5400","2000 to 2500","Aug-2018"
"863","KELULUT HILL","KELULUT HILL","28","Terrace House","na*","2900","1500 to 2000","Aug-2018"
"864","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Semi-Detached House","na*","4700","2000 to 2500","Aug-2018"
"865","LANDED HOUSING DEVELOPMENT","BEGONIA DRIVE","28","Semi-Detached House","na*","4000","2000 to 2500","Aug-2018"
"866","SELETAR HILLS ESTATE","JALAN LAKUM","28","Terrace House","na*","2600","1000 to 1500","Aug-2018"
"867","BELGRAVIA PARK","SELETAR TERRACE","28","Terrace House","na*","3200","2000 to 2500","Aug-2018"
"868","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Terrace House","na*","4700","2000 to 2500","Aug-2018"
"869","SEMBAWANG SPRINGS ESTATE","JALAN KEMUNING","27","Terrace House","na*","2400","1000 to 1500","Aug-2018"
